
0,88
1,-11.3
2,-10.6
3,-9.9
4,-9.2
5,91.5
6,-7.8
7,92.9
8,-6.4
9,94.3
10,-5
11,-4.3
12,-3.6
13,97.1
14,97.8
15,98.5
16,-0.8
17,99.9
18,100.6
19,1.3
20,2
21,102.7
22,3.4
23,4.1
24,104.8
25,105.5
26,106.2
27,6.9
28,7.6
29,108.3
30,109
31,109.7
32,110.4
33,11.1
34,11.8
35,112.5
36,13.2
37,113.9
38,114.6
39,15.3
40,116
41,16.7
42,17.4
43,18.1
44,118.8
45,19.5
46,20.2
47,20.9
48,21.6
49,22.3
50,123
51,123.7
52,124.4
53,25.1
54,25.8
55,26.5
56,27.2
57,127.9
58,128.6
59,29.3
60,130
61,130.7
62,31.4
63,32.1
64,132.8
65,133.5
66,34.2
67,134.9
68,135.6
69,36.3
70,137
71,37.7
72,38.4
73,139.1
74,39.8
75,40.5
76,141.2
77,141.9
78,142.6
79,43.3
80,44
81,144.7
82,45.4
83,146.1
84,46.8
85,47.5
86,148.2
87,148.9
88,149.6
89,150.3
90,51
91,151.7
92,52.4
93,153.1
94,153.8
95,154.5
96,155.2
97,55.9
98,156.6
99,157.3
100,158
101,58.7
102,59.4
103,60.1
104,60.8
105,161.5
106,162.2
107,162.9
108,163.6
109,64.3
110,65
111,65.7
112,66.4
113,167.1
114,167.8
115,68.5
116,69.2
117,69.9
118,70.6
119,71.3
120,72
121,72.7
122,73.4
123,74.1
124,74.8
125,175.5
126,76.2
127,176.9
128,77.6
129,178.3
130,79
131,79.7
132,180.4
133,181.1
134,181.8
135,82.5
136,83.2
137,183.9
138,84.6
139,85.3
140,186
141,186.7
142,87.4
143,88.1
144,188.8
145,89.5
146,190.2
147,90.9
148,191.6
149,92.3
150,93
151,93.7
152,94.4
153,195.1
154,195.8
155,96.5
156,197.2
157,197.9
158,198.6
159,199.3
160,100
161,200.7
162,101.4
163,102.1
164,202.8
165,103.5
166,204.2
167,104.9
168,205.6
169,206.3
170,207
171,207.7
172,108.4
173,109.1
174,109.8
175,110.5
176,111.2
177,111.9
178,112.6
179,113.3
180,114
181,214.7
182,115.4
183,216.1
184,216.8
185,217.5
186,118.2
187,118.9
188,119.6
189,120.3
190,221
191,221.7
192,222.4
193,123.1
194,223.8
195,124.5
196,125.2
197,225.9
198,226.6
199,227.3
200,128
201,128.7
202,129.4
203,230.1
204,230.8
205,231.5
206,132.2
207,232.9
208,133.6
209,134.3
210,235
211,235.7
212,236.4
213,137.1
214,137.8
215,238.5
216,239.2
217,139.9
218,140.6
219,241.3
220,242
221,142.7
222,143.4
223,144.1
224,244.8
225,245.5
226,146.2
227,246.9
228,147.6
229,148.3
230,249
231,249.7
232,250.4
233,151.1
234,251.8
235,252.5
236,153.2
237,153.9
238,154.6
239,155.3
240,256
241,156.7
242,257.4
243,258.1
244,258.8
245,159.5
246,160.2
247,160.9
248,161.6
249,162.3
250,163
251,263.7
252,264.4
253,265.1
254,265.8
255,266.5
256,167.2
257,267.9
258,268.6
259,269.3
260,270
261,270.7
262,171.4
263,172.1
264,272.8
265,173.5
266,274.2
267,174.9
268,175.6
269,276.3
270,277
271,177.7
272,278.4
273,279.1
274,279.8
275,180.5
276,181.2
277,181.9
278,182.6
279,183.3
280,184
281,284.7
282,185.4
283,286.1
284,286.8
285,187.5
286,288.2
287,288.9
288,289.6
289,290.3
290,291
291,191.7
292,292.4
293,293.1
294,193.8
295,194.5
296,195.2
297,195.9
298,296.6
299,297.3
300,298
301,198.7
302,299.4
303,200.1
304,300.8
305,301.5
306,202.2
307,302.9
308,203.6
309,304.3
310,305
311,205.7
312,206.4
313,307.1
314,307.8
315,308.5
316,309.2
317,309.9
318,310.6
319,211.3
320,212
321,312.7
322,313.4
323,214.1
324,314.8
325,215.5
326,316.2
327,316.9
328,217.6
329,318.3
330,219
331,319.7
332,320.4
333,321.1
334,321.8
335,322.5
336,223.2
337,223.9
338,324.6
339,225.3
340,326
341,226.7
342,327.4
343,228.1
344,328.8
345,329.5
346,330.2
347,230.9
348,331.6
349,232.3
350,233
351,333.7
352,334.4
353,335.1
354,235.8
355,336.5
356,237.2
357,237.9
358,238.6
359,239.3
360,340
361,340.7
362,241.4
363,242.1
364,242.8
365,243.5
366,344.2
367,244.9
368,245.6
369,346.3
370,247
371,347.7
372,348.4
373,249.1
374,249.8
375,250.5
376,351.2
377,351.9
378,252.6
379,253.3
380,254
381,354.7
382,255.4
383,356.1
384,256.8
385,357.5
386,358.2
387,258.9
388,259.6
389,360.3
390,261
391,261.7
392,362.4
393,263.1
394,363.8
395,364.5
396,265.2
397,365.9
398,266.6
399,267.3
400,368
401,368.7
402,369.4
403,370.1
404,270.8
405,371.5
406,272.2
407,272.9
408,373.6
409,374.3
410,275
411,375.7
412,276.4
413,377.1
414,377.8
415,378.5
416,279.2
417,379.9
418,380.6
419,281.3
420,382
421,282.7
422,283.4
423,384.1
424,384.8
425,285.5
426,386.2
427,286.9
428,387.6
429,388.3
430,289
431,389.7
432,390.4
433,291.1
434,291.8
435,292.5
436,393.2
437,393.9
438,294.6
439,395.3
440,296
441,396.7
442,397.4
443,298.1
444,398.8
445,399.5
446,400.2
447,400.9
448,301.6
449,302.3
450,303
451,303.7
452,304.4
453,405.1
454,305.8
455,406.5
456,407.2
457,407.9
458,308.6
459,409.3
460,410
461,310.7
462,311.4
463,412.1
464,312.8
465,313.5
466,314.2
467,314.9
468,315.6
469,416.3
470,317
471,417.7
472,318.4
473,419.1
474,319.8
475,420.5
476,421.2
477,321.9
478,422.6
479,323.3
480,324
481,424.7
482,425.4
483,426.1
484,326.8
485,427.5
486,328.2
487,328.9
488,329.6
489,330.3
490,331
491,331.7
492,432.4
493,433.1
494,333.8
495,434.5
496,435.2
497,335.9
498,336.6
499,437.3
500,338
501,338.7
502,339.4
503,340.1
504,440.8
505,341.5
506,342.2
507,442.9
508,443.6
509,444.3
510,345
511,345.7
512,346.4
513,447.1
514,347.8
515,348.5
516,349.2
517,449.9
518,450.6
519,351.3
520,452
521,452.7
522,353.4
523,354.1
524,454.8
525,355.5
526,356.2
527,356.9
528,357.6
529,458.3
530,359
531,459.7
532,360.4
533,361.1
534,461.8
535,362.5
536,463.2
537,363.9
538,464.6
539,465.3
540,466
541,366.7
542,367.4
543,368.1
544,368.8
545,369.5
546,370.2
547,370.9
548,471.6
549,372.3
550,373
551,373.7
552,374.4
553,475.1
554,375.8
555,476.5
556,377.2
557,477.9
558,378.6
559,379.3
560,480
561,480.7
562,381.4
563,482.1
564,382.8
565,383.5
566,384.2
567,484.9
568,485.6
569,486.3
570,387
571,487.7
572,388.4
573,489.1
574,489.8
575,390.5
576,491.2
577,491.9
578,492.6
579,393.3
580,394
581,394.7
582,395.4
583,396.1
584,396.8
585,497.5
586,398.2
587,398.9
588,399.6
589,500.3
590,401
591,401.7
592,402.4
593,503.1
594,403.8
595,404.5
596,505.2
597,505.9
598,506.6
599,407.3
600,408
601,408.7
602,409.4
603,510.1
604,510.8
605,411.5
606,512.2
607,512.9
608,413.6
609,514.3
610,515
611,515.7
612,416.4
613,417.1
614,417.8
615,518.5
616,519.2
617,519.9
618,420.6
619,521.3
620,422
621,422.7
622,423.4
623,424.1
624,424.8
625,425.5
626,526.2
627,526.9
628,427.6
629,528.3
630,529
631,429.7
632,530.4
633,531.1
634,431.8
635,432.5
636,533.2
637,533.9
638,434.6
639,535.3
640,436
641,536.7
642,537.4
643,438.1
644,438.8
645,439.5
646,440.2
647,440.9
648,541.6
649,442.3
650,543
651,543.7
652,444.4
653,445.1
654,445.8
655,546.5
656,547.2
657,447.9
658,548.6
659,449.3
660,450
661,550.7
662,451.4
663,452.1
664,552.8
665,553.5
666,554.2
667,454.9
668,455.6
669,456.3
670,457
671,557.7
672,558.4
673,559.1
674,559.8
675,560.5
676,461.2
677,461.9
678,462.6
679,463.3
680,564
681,564.7
682,465.4
683,566.1
684,566.8
685,567.5
686,468.2
687,468.9
688,469.6
689,470.3
690,571
691,571.7
692,572.4
693,573.1
694,473.8
695,574.5
696,575.2
697,475.9
698,476.6
699,477.3
700,478
701,478.7
702,579.4
703,480.1
704,580.8
705,581.5
706,582.2
707,482.9
708,583.6
709,584.3
710,585
711,585.7
712,586.4
713,587.1
714,587.8
715,488.5
716,489.2
717,489.9
718,490.6
719,591.3
720,592
721,492.7
722,593.4
723,594.1
724,594.8
725,595.5
726,596.2
727,596.9
728,597.6
729,598.3
730,499
731,599.7
732,500.4
733,501.1
734,501.8
735,502.5
736,503.2
737,503.9
738,604.6
739,505.3
740,606
741,506.7
742,607.4
743,608.1
744,508.8
745,509.5
746,610.2
747,510.9
748,511.6
749,512.3
750,513
751,513.7
752,514.4
753,515.1
754,515.8
755,616.5
756,517.2
757,617.9
758,618.6
759,519.3
760,520
761,620.7
762,621.4
763,522.1
764,522.8
765,523.5
766,624.2
767,524.9
768,625.6
769,526.3
770,527
771,527.7
772,628.4
773,629.1
774,629.8
775,630.5
776,631.2
777,531.9
778,632.6
779,633.3
780,534
781,534.7
782,635.4
783,636.1
784,636.8
785,537.5
786,538.2
787,638.9
788,539.6
789,540.3
790,541
791,641.7
792,542.4
793,643.1
794,643.8
795,544.5
796,545.2
797,645.9
798,546.6
799,547.3
800,548
801,548.7
802,549.4
803,650.1
804,650.8
