X Value ,Y Value
0,38.0
1,38.7
2,39.4
3,40.1
4,40.8
5,41.5
6,42.2
7,42.9
8,43.6
9,44.3
10,45.0
11,45.7
12,46.4
13,47.1
14,47.8
15,48.5
16,49.2
17,49.9
18,50.6
19,51.3
20,52.0
21,52.7
22,53.4
23,54.099999999999994
24,54.8
25,55.5
26,56.2
27,56.9
28,57.599999999999994
29,58.3
30,59.0
31,59.7
32,60.4
33,61.099999999999994
34,61.8
35,62.5
36,63.2
37,63.9
38,64.6
39,65.3
40,66.0
41,66.7
42,67.4
43,68.1
44,68.8
45,69.5
46,70.19999999999999
47,70.9
48,71.6
49,72.3
50,73.0
51,73.69999999999999
52,74.4
53,75.1
54,75.8
55,76.5
56,77.19999999999999
57,77.9
58,78.6
59,79.3
60,80.0
61,80.69999999999999
62,81.4
63,82.1
64,82.8
65,83.5
66,84.19999999999999
67,84.9
68,85.6
69,86.3
70,87.0
71,87.69999999999999
72,88.4
73,89.1
74,89.8
75,90.5
76,91.19999999999999
77,91.9
78,92.6
79,93.3
80,94.0
81,94.69999999999999
82,95.4
83,96.1
84,96.8
85,97.5
86,98.19999999999999
87,98.9
88,99.6
89,100.3
90,101.0
91,101.69999999999999
92,102.39999999999999
93,103.1
94,103.8
95,104.5
96,105.19999999999999
97,105.89999999999999
98,106.6
99,107.3
100,108.0
101,108.69999999999999
102,109.39999999999999
103,110.1
104,110.8
105,111.5
106,112.19999999999999
107,112.89999999999999
108,113.6
109,114.3
110,115.0
111,115.69999999999999
112,116.39999999999999
113,117.1
114,117.8
115,118.5
116,119.19999999999999
117,119.89999999999999
118,120.6
119,121.3
120,122.0
121,122.69999999999999
122,123.39999999999999
123,124.1
124,124.8
125,125.5
126,126.19999999999999
127,126.89999999999999
128,127.6
129,128.3
130,129.0
131,129.7
132,130.39999999999998
133,131.1
134,131.8
135,132.5
136,133.2
137,133.89999999999998
138,134.6
139,135.3
140,136.0
141,136.7
142,137.39999999999998
143,138.1
144,138.8
145,139.5
146,140.2
147,140.89999999999998
148,141.6
149,142.3
150,143.0
151,143.7
152,144.39999999999998
153,145.1
154,145.8
155,146.5
156,147.2
157,147.89999999999998
158,148.6
159,149.3
160,150.0
161,150.7
162,151.39999999999998
163,152.1
164,152.8
165,153.5
166,154.2
167,154.89999999999998
168,155.6
169,156.3
170,157.0
171,157.7
172,158.39999999999998
173,159.1
174,159.8
175,160.5
176,161.2
177,161.89999999999998
178,162.6
179,163.3
180,164.0
181,164.7
182,165.39999999999998
183,166.1
184,166.79999999999998
185,167.5
186,168.2
187,168.9
188,169.6
189,170.29999999999998
190,171.0
191,171.7
192,172.39999999999998
193,173.1
194,173.79999999999998
195,174.5
196,175.2
197,175.89999999999998
198,176.6
199,177.29999999999998
200,178.0
201,178.7
202,179.39999999999998
203,180.1
204,180.79999999999998
205,181.5
206,182.2
207,182.89999999999998
208,183.6
209,184.29999999999998
210,185.0
211,185.7
212,186.39999999999998
213,187.1
214,187.79999999999998
215,188.5
216,189.2
217,189.89999999999998
218,190.6
219,191.29999999999998
220,192.0
221,192.7
222,193.39999999999998
223,194.1
224,194.79999999999998
225,195.5
226,196.2
227,196.89999999999998
228,197.6
229,198.29999999999998
230,199.0
231,199.7
232,200.39999999999998
233,201.1
234,201.79999999999998
235,202.5
236,203.2
237,203.89999999999998
238,204.6
239,205.29999999999998
240,206.0
241,206.7
242,207.39999999999998
243,208.1
244,208.79999999999998
245,209.5
246,210.2
247,210.89999999999998
248,211.6
249,212.29999999999998
250,213.0
251,213.7
252,214.39999999999998
253,215.1
254,215.79999999999998
255,216.5
256,217.2
257,217.89999999999998
258,218.6
259,219.29999999999998
260,220.0
261,220.7
262,221.39999999999998
263,222.1
264,222.79999999999998
265,223.5
266,224.2
267,224.89999999999998
268,225.6
269,226.29999999999998
270,227.0
271,227.7
272,228.39999999999998
273,229.1
274,229.79999999999998
275,230.5
276,231.2
277,231.89999999999998
278,232.6
279,233.29999999999998
280,234.0
281,234.7
282,235.39999999999998
283,236.1
284,236.79999999999998
285,237.5
286,238.2
287,238.89999999999998
288,239.6
289,240.29999999999998
290,241.0
291,241.7
292,242.39999999999998
293,243.1
294,243.79999999999998
295,244.5
296,245.2
297,245.89999999999998
298,246.6
299,247.29999999999998
300,248.0
301,248.7
302,249.39999999999998
303,250.1
304,250.79999999999998
305,251.5
306,252.2
307,252.89999999999998
308,253.6
309,254.29999999999998
310,255.0
311,255.7
312,256.4
313,257.1
314,257.79999999999995
315,258.5
316,259.2
317,259.9
318,260.6
319,261.29999999999995
320,262.0
321,262.7
322,263.4
323,264.1
324,264.79999999999995
325,265.5
326,266.2
327,266.9
328,267.6
329,268.29999999999995
330,269.0
331,269.7
332,270.4
333,271.1
334,271.79999999999995
335,272.5
336,273.2
337,273.9
338,274.6
339,275.29999999999995
340,276.0
341,276.7
342,277.4
343,278.1
344,278.79999999999995
345,279.5
346,280.2
347,280.9
348,281.6
349,282.29999999999995
350,283.0
351,283.7
352,284.4
353,285.1
354,285.79999999999995
355,286.5
356,287.2
357,287.9
358,288.6
359,289.29999999999995
360,290.0
361,290.7
362,291.4
363,292.1
364,292.79999999999995
365,293.5
366,294.2
367,294.9
368,295.59999999999997
369,296.3
370,297.0
371,297.7
372,298.4
373,299.09999999999997
374,299.8
375,300.5
376,301.2
377,301.9
378,302.59999999999997
379,303.3
380,304.0
381,304.7
382,305.4
383,306.09999999999997
384,306.79999999999995
385,307.5
386,308.2
387,308.9
388,309.59999999999997
389,310.29999999999995
390,311.0
391,311.7
392,312.4
393,313.09999999999997
394,313.79999999999995
395,314.5
396,315.2
397,315.9
398,316.59999999999997
399,317.29999999999995
400,318.0
401,318.7
402,319.4
403,320.09999999999997
404,320.79999999999995
405,321.5
406,322.2
407,322.9
408,323.59999999999997
409,324.29999999999995
410,325.0
411,325.7
412,326.4
413,327.09999999999997
414,327.79999999999995
415,328.5
416,329.2
417,329.9
418,330.59999999999997
419,331.29999999999995
420,332.0
421,332.7
422,333.4
423,334.09999999999997
424,334.79999999999995
425,335.5
426,336.2
427,336.9
428,337.59999999999997
429,338.29999999999995
430,339.0
431,339.7
432,340.4
433,341.09999999999997
434,341.79999999999995
435,342.5
436,343.2
437,343.9
438,344.59999999999997
439,345.29999999999995
440,346.0
441,346.7
442,347.4
443,348.09999999999997
444,348.79999999999995
445,349.5
446,350.2
447,350.9
448,351.59999999999997
449,352.29999999999995
450,353.0
451,353.7
452,354.4
453,355.09999999999997
454,355.79999999999995
455,356.5
456,357.2
457,357.9
458,358.59999999999997
459,359.29999999999995
460,360.0
461,360.7
462,361.4
463,362.09999999999997
464,362.79999999999995
465,363.5
466,364.2
467,364.9
468,365.59999999999997
469,366.29999999999995
470,367.0
471,367.7
472,368.4
473,369.09999999999997
474,369.79999999999995
475,370.5
476,371.2
477,371.9
478,372.59999999999997
479,373.29999999999995
480,374.0
481,374.7
482,375.4
483,376.09999999999997
484,376.79999999999995
485,377.5
486,378.2
487,378.9
488,379.59999999999997
489,380.29999999999995
490,381.0
491,381.7
492,382.4
493,383.09999999999997
494,383.79999999999995
495,384.5
496,385.2
497,385.9
498,386.59999999999997
499,387.29999999999995
500,388.0
501,388.7
502,389.4
503,390.09999999999997
504,390.79999999999995
505,391.5
506,392.2
507,392.9
508,393.59999999999997
509,394.29999999999995
510,395.0
511,395.7
512,396.4
513,397.09999999999997
514,397.79999999999995
515,398.5
516,399.2
517,399.9
518,400.59999999999997
519,401.29999999999995
520,402.0
521,402.7
522,403.4
523,404.09999999999997
524,404.79999999999995
525,405.5
526,406.2
527,406.9
528,407.59999999999997
529,408.29999999999995
530,409.0
531,409.7
532,410.4
533,411.09999999999997
534,411.79999999999995
535,412.5
536,413.2
537,413.9
538,414.59999999999997
539,415.29999999999995
540,416.0
541,416.7
542,417.4
543,418.09999999999997
544,418.79999999999995
545,419.5
546,420.2
547,420.9
548,421.59999999999997
549,422.29999999999995
550,423.0
551,423.7
552,424.4
553,425.09999999999997
554,425.79999999999995
555,426.5
556,427.2
557,427.9
558,428.59999999999997
559,429.29999999999995
560,430.0
561,430.7
562,431.4
563,432.09999999999997
564,432.79999999999995
565,433.5
566,434.2
567,434.9
568,435.59999999999997
569,436.29999999999995
570,437.0
571,437.7
572,438.4
573,439.09999999999997
574,439.79999999999995
575,440.5
576,441.2
577,441.9
578,442.59999999999997
579,443.29999999999995
580,444.0
581,444.7
582,445.4
583,446.09999999999997
584,446.79999999999995
585,447.5
586,448.2
587,448.9
588,449.59999999999997
589,450.29999999999995
590,451.0
591,451.7
592,452.4
593,453.09999999999997
594,453.79999999999995
595,454.5
596,455.2
597,455.9
598,456.59999999999997
599,457.29999999999995
600,458.0
601,458.7
602,459.4
603,460.09999999999997
604,460.79999999999995
605,461.5
606,462.2
607,462.9
608,463.59999999999997
609,464.29999999999995
610,465.0
611,465.7
612,466.4
613,467.09999999999997
614,467.79999999999995
615,468.5
616,469.2
617,469.9
618,470.59999999999997
619,471.29999999999995
620,472.0
621,472.7
622,473.4
623,474.09999999999997
624,474.79999999999995
625,475.5
626,476.2
627,476.9
628,477.59999999999997
629,478.29999999999995
630,479.0
631,479.7
632,480.4
633,481.09999999999997
634,481.79999999999995
635,482.5
636,483.2
637,483.9
638,484.59999999999997
639,485.29999999999995
640,486.0
641,486.7
642,487.4
643,488.09999999999997
644,488.79999999999995
645,489.49999999999994
646,490.2
647,490.9
648,491.59999999999997
649,492.29999999999995
650,492.99999999999994
651,493.7
652,494.4
653,495.09999999999997
654,495.79999999999995
655,496.49999999999994
656,497.2
657,497.9
658,498.59999999999997
659,499.29999999999995
660,499.99999999999994
661,500.7
662,501.4
663,502.09999999999997
664,502.79999999999995
665,503.49999999999994
666,504.2
667,504.9
668,505.59999999999997
669,506.29999999999995
670,506.99999999999994
671,507.7
672,508.4
673,509.09999999999997
674,509.79999999999995
675,510.49999999999994
676,511.2
677,511.9
678,512.5999999999999
679,513.3
680,514.0
681,514.7
682,515.4
683,516.0999999999999
684,516.8
685,517.5
686,518.2
687,518.9
688,519.5999999999999
689,520.3
690,521.0
691,521.7
692,522.4
693,523.0999999999999
694,523.8
695,524.5
696,525.2
697,525.9
698,526.5999999999999
699,527.3
700,528.0
701,528.7
702,529.4
703,530.0999999999999
704,530.8
705,531.5
706,532.2
707,532.9
708,533.5999999999999
709,534.3
710,535.0
711,535.7
712,536.4
713,537.0999999999999
714,537.8
715,538.5
716,539.2
717,539.9
718,540.5999999999999
719,541.3
720,542.0
721,542.7
722,543.4
723,544.0999999999999
724,544.8
725,545.5
726,546.2
727,546.9
728,547.5999999999999
729,548.3
730,549.0
731,549.7
732,550.4
733,551.1
734,551.8
735,552.5
736,553.1999999999999
737,553.9
738,554.6
739,555.3
740,556.0
741,556.6999999999999
742,557.4
743,558.1
744,558.8
745,559.5
746,560.1999999999999
747,560.9
748,561.6
749,562.3
750,563.0
751,563.6999999999999
752,564.4
753,565.1
754,565.8
755,566.5
756,567.1999999999999
757,567.9
758,568.6
759,569.3
760,570.0
761,570.6999999999999
762,571.4
763,572.1
764,572.8
765,573.5
766,574.1999999999999
767,574.9
768,575.5999999999999
769,576.3
770,577.0
771,577.6999999999999
772,578.4
773,579.0999999999999
774,579.8
775,580.5
776,581.1999999999999
777,581.9
778,582.5999999999999
779,583.3
780,584.0
781,584.6999999999999
782,585.4
