X Value ,Y Value
0,-12.0
1,-12.0
2,-12.0
3,-12.0
4,-12.0
5,-12.0
6,-12.0
7,-12.0
8,-12.0
9,-12.0
10,-2.8454545454545452
11,4.783333333333334
12,11.23846153846154
13,16.771428571428572
14,21.566666666666666
15,25.7625
16,29.46470588235294
17,32.75555555555556
18,35.7
19,38.385000000000005
20,40.81428571428572
21,43.02272727272727
22,45.039130434782614
23,46.88750000000001
24,48.58800000000001
25,50.15769230769232
26,51.61111111111113
27,52.9607142857143
28,54.24137931034484
29,55.43666666666668
30,56.554838709677426
31,57.603125000000006
32,58.58787878787879
33,59.51470588235294
34,60.388571428571424
35,61.21388888888888
36,61.99459459459459
37,62.752631578947366
38,63.47179487179488
39,64.155
40,64.8048780487805
41,65.42380952380954
42,66.01395348837211
43,66.57727272727276
44,67.11555555555559
45,67.63043478260873
46,68.13829787234046
47,68.62500000000003
48,69.0918367346939
49,69.54000000000002
50,69.97058823529414
51,70.38461538461542
52,70.78301886792455
53,71.16666666666669
54,71.53636363636366
55,71.90535714285717
56,72.26140350877195
57,72.60517241379313
58,72.93728813559323
59,73.25833333333335
60,73.56885245901641
61,73.86935483870968
62,74.16031746031747
63,74.4421875
64,74.72615384615385
65,75.00151515151515
66,75.2686567164179
67,75.52794117647056
68,75.7797101449275
69,76.02428571428568
70,76.26197183098589
71,76.49305555555551
72,76.71780821917804
73,75.59459459459455
74,74.5013333333333
75,73.43684210526312
76,72.39999999999998
77,71.38974358974357
78,70.40506329113923
79,69.445
80,68.50864197530863
81,67.59512195121951
82,66.70361445783134
83,65.83333333333334
84,64.98352941176472
85,64.15348837209304
86,63.34252873563221
87,62.550000000000026
88,61.77528089887644
89,61.01777777777781
90,60.27692307692311
91,59.55217391304352
92,58.843010752688215
93,58.148936170212814
94,57.46947368421058
95,56.804166666666724
96,57.190721649484594
97,57.5693877551021
98,57.9404040404041
99,58.30400000000006
100,58.660396039604024
101,59.00980392156869
102,59.35242718446608
103,59.6884615384616
104,60.018095238095306
105,60.348113207547236
106,60.6719626168225
107,60.98981481481488
108,61.301834862385384
109,61.60818181818188
110,61.90900900900907
111,62.204464285714344
112,62.49469026548679
113,62.77982456140357
114,63.06000000000006
115,62.479310344827645
116,61.90854700854707
117,61.3474576271187
118,60.79579831932778
119,60.25333333333338
120,59.71983471074385
121,59.19508196721316
122,58.67886178861793
123,58.17096774193553
124,57.67120000000004
125,57.17936507936512
126,56.69527559055122
127,56.218750000000036
128,55.74961240310081
129,55.28769230769234
130,54.83282442748094
131,54.38484848484851
132,53.943609022556416
133,53.508955223880626
134,53.080740740740765
135,52.65882352941179
136,52.24306569343068
137,51.83333333333335
138,51.42949640287772
139,51.03642857142859
140,50.64893617021278
141,50.266901408450714
142,49.890209790209795
143,49.518750000000004
144,49.15241379310345
145,48.79109589041096
146,48.43469387755102
147,48.08310810810811
148,47.73624161073825
149,47.39399999999999
150,47.05629139072847
151,46.72302631578946
152,46.394117647058806
153,46.0694805194805
154,45.749032258064496
155,45.432692307692285
156,45.12038216560507
157,44.81202531645567
158,44.50754716981129
159,44.20687499999997
160,43.909937888198726
161,43.61666666666663
162,43.32699386503064
163,43.04085365853655
164,43.36848484848481
165,43.69216867469876
166,44.011976047904156
167,44.32797619047616
168,44.6402366863905
169,44.94882352941174
170,45.253801169590616
171,45.555232558139515
172,45.853179190751426
173,46.147701149425274
174,46.44285714285713
175,46.734659090909076
176,47.02316384180789
177,47.30842696629211
178,47.59050279329606
179,47.86944444444441
180,48.14530386740328
181,48.41813186813183
182,48.68797814207646
183,48.95489130434778
184,48.682162162162115
185,48.4123655913978
186,48.1454545454545
187,47.88138297872336
188,47.62010582010578
189,47.36157894736838
190,47.10575916230362
191,46.85260416666662
192,46.60207253886006
193,46.354123711340165
194,46.11230769230765
195,45.87295918367344
196,45.63604060913703
197,45.40151515151513
198,45.16934673366832
199,44.93949999999998
200,44.71194029850744
201,44.48663366336633
202,44.263546798029545
203,44.042647058823526
204,43.82390243902439
205,43.60728155339806
206,43.39275362318841
207,43.18028846153847
208,42.96985645933015
209,42.76142857142859
210,42.55497630331755
211,42.35047169811323
212,42.147887323943685
213,41.94719626168227
214,41.748372093023285
215,41.55138888888892
216,41.35622119815672
217,41.16284403669729
218,40.97123287671237
219,41.239090909090955
220,41.50452488687787
221,41.76756756756761
222,42.02825112107627
223,42.28660714285718
224,42.5426666666667
225,42.79646017699118
226,43.048017621145405
227,43.29736842105266
228,43.544541484716184
229,43.35782608695655
230,43.1727272727273
231,42.98922413793107
232,42.80729613733909
233,42.62692307692311
234,42.44808510638301
235,42.27076271186444
236,42.0949367088608
237,41.920588235294154
238,41.74769874476991
239,41.576250000000044
240,41.40622406639009
241,41.23760330578517
242,41.07037037037042
243,40.90450819672136
244,40.74000000000005
245,40.576829268292734
246,40.41497975708507
247,40.25443548387102
248,40.09518072289162
249,39.937200000000054
250,39.780478087649456
251,39.62500000000006
252,39.47075098814235
253,39.71417322834651
254,39.95568627450986
255,40.19531250000005
256,40.43307392996114
257,40.66899224806206
258,40.90308880308884
259,41.13538461538465
260,41.3659003831418
261,41.59465648854965
262,41.82167300380231
263,42.046969696969725
264,41.8958490566038
265,41.74586466165416
266,41.597003745318375
267,41.44925373134331
268,41.302602230483295
269,41.157037037037064
270,41.01254612546128
271,40.86911764705885
272,40.72673992673995
273,40.95291970802923
274,41.17745454545457
275,41.400362318840614
276,41.62166064981953
277,41.84136690647486
278,42.05949820788535
279,42.27607142857147
280,42.49110320284702
281,42.70460992907806
282,42.91660777385164
283,43.12711267605639
284,43.338596491228124
285,43.54860139860145
286,43.7571428571429
287,43.964236111111155
288,44.16989619377167
289,44.374137931034525
290,44.576975945017224
291,44.77842465753429
292,44.9784982935154
293,45.17721088435378
294,45.37457627118648
295,45.235135135135174
296,45.09663299663303
297,44.95906040268461
298,44.822408026755895
299,44.68666666666671
300,44.55182724252496
301,44.41788079470203
302,44.284818481848234
303,44.152631578947414
304,44.02131147540988
305,43.890849673202666
306,43.761237785016334
307,43.63246753246759
308,43.50453074433662
309,43.377419354838764
310,43.251125401929315
311,43.12564102564108
312,43.00095846645373
313,42.877070063694326
314,42.75396825396831
315,42.63164556962031
316,42.510094637224036
317,42.38930817610069
318,42.584952978056485
319,42.77937500000006
320,42.972585669781985
321,43.16459627329198
322,43.355417956656396
323,43.545061728395105
324,43.73353846153851
325,43.920858895705564
326,44.10703363914377
327,44.29207317073175
328,44.475987841945326
329,44.357878787878825
330,44.240483383685834
331,44.12379518072292
332,44.00780780780784
333,43.89251497005991
334,43.77791044776123
335,43.66398809523813
336,43.550741839762644
337,43.4381656804734
338,43.6233038348083
339,43.80735294117651
340,43.9903225806452
341,44.17222222222227
342,44.35306122448984
343,44.53284883720935
344,44.711594202898596
345,44.88930635838155
346,45.06599423631129
347,45.24166666666672
348,45.41633237822355
349,45.592000000000056
350,45.76666666666672
351,45.94034090909096
352,46.11303116147314
353,46.284745762711914
354,46.45549295774653
355,46.62528089887646
356,46.79411764705888
357,46.96201117318442
358,47.12896935933154
359,47.29500000000007
360,47.46204986149591
361,47.628176795580174
362,47.79338842975213
363,47.95769230769236
364,48.12109589041101
365,48.2836065573771
366,48.445231607629474
367,48.605978260869605
368,48.76585365853662
369,48.924864864864894
370,49.08301886792456
371,48.97338709677422
372,48.8643431635389
373,48.7558823529412
374,48.64800000000002
375,48.54069148936172
376,48.43395225464192
377,48.32777777777779
378,48.222163588390515
379,48.1171052631579
380,48.012598425196856
381,47.908638743455505
382,47.80522193211489
383,47.702343750000004
384,47.6
385,47.498186528497406
386,47.3968992248062
387,47.29613402061855
388,47.19588688946015
389,47.09615384615384
390,46.99693094629155
391,46.898214285714275
392,46.79999999999998
